name,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,skills,alignment,good,lawful,race,spells,weapons
2e96e5,Sage,2018-07-14T00:19:09Z,Wizard 6,Wizard,School of Conjuration,6,,53,13,16,16,16,20,16,8,Arcana|History|Investigation|Insight|Intimidation,Chaotic Good,G,C,Half-Orc,Mage Hand*0|Fire Bolt*0|Message*0|Chill Touch*0|Mending*0|Detect Magic*1|Mage Armor*1|Magic Missile*1|Thunderwave*1|Color Spray*1|Comprehend Languages*1|Identify*1|Protection from Evil and Good*1|Find Familiar*1|Catapult*1|Darkvision*2|Hold Person*2|Invisibility*2|Magic Weapon*2|Cloud of Daggers*2|Flaming Sphere*2|Shatter*2|Fireball*3|Lightning Bolt*3,
4ed3b0,Outlander,2018-09-08T23:21:20Z,Barbarian 7,Barbarian,Path of the Totem Warrior,7,,89,21,20,18,20,12,14,18,Athletics|Acrobatics|Stealth|Perception|Survival|Intimidation,Chaotic Good,G,C,Dwarf,,Battleaxe|Warhammer|Javelin
6ebc3d,Outlander,2018-06-09T22:30:54Z,Paladin 2,Paladin,,2,,23,18,17,14,14,11,14,17,Athletics|Animal Handling|Perception|Survival,,N/A,N/A,Half-Elf,,Longsword
aa0227,Outlander,2018-07-15T03:14:36Z,Barbarian 5,Barbarian,Path of the Totem Warrior,5,,65,21,20,18,20,12,14,18,Athletics|Perception|Survival|Intimidation,Chaotic Good,G,C,Dwarf,,Battleaxe|Javelin|Warhammer
b4e68a,Acolyte,2018-08-12T03:40:45Z,Cleric 1,Cleric,Life Domain,1,,9,16,10,16,13,13,18,14,History|Religion|Insight|Medicine,,N/A,N/A,Kobold,Bless*1|Cure Wounds*1,Mace|Sling
a22394,Charlatan,2018-08-28T02:28:13Z,Cleric 1,Cleric,Trickery Domain,1,,9,18,8,15,13,13,14,12,Sleight of Hand|Religion|Medicine|Deception,Chaotic Good,G,C,,Mending*0|Spare the Dying*0|Sacred Flame*0|Charm Person*1|Disguise Self*1,Mace|Sickle
25c6bf,Outlander,2018-06-13T20:47:19Z,Monk 1,Monk,,1,,9,15,12,15,13,9,16,9,Athletics|Acrobatics|Stealth|Survival,Lawful Good,G,L,Tortle,,Quarterstaff|Unarmed Strike
31fd5e,Noble,2018-06-20T08:57:46Z,Rogue 1,Rogue,,1,,5,13,15,15,11,14,8,12,Athletics|Stealth|History|Perception|Deception|Intimidation|Persuasion,,N/A,N/A,Half-Orc,,Shortsword|Shortbow|Dagger
742604,Outlander,2018-06-15T00:28:16Z,Paladin 5,Paladin,Oath of Ancients,5,,34,18,18,14,10,8,14,14,Athletics|Nature|Insight|Medicine|Perception|Survival,,N/A,N/A,Half-Elf,Ensnaring Strike*1|Speak with Animals*1|Divine Favor*1|Thunderous Smite*1|Cure Wounds*1|Bless*1|Moonbeam*2|Misty Step*2,Greatsword|Longbow|Longsword
301db0,Charlatan,2018-06-15T00:21:44Z,Rogue 3|Wizard 2,Rogue|Wizard,Arcane Trickster|School of Illusion,5,,31,14,8,16,13,16,10,12,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception,True Neutral,N,N,Gnome,Minor Illusion*0|Friends*0|Mage Hand*0|Dancing Lights*0|Poison Spray*0|Chromatic Orb*1|Color Spray*1|Disguise Self*1|Find Familiar*1|Silent Image*1|Unseen Servant*1|Mage Armor*1|TenserÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Floating Disk*1|Shield*1|Charm Person*1|Illusory Script*1,"Shortsword|Dagger|Crossbow, Light"
1ee9c7,Sage,2018-06-15T00:14:54Z,Sorcerer 5,Sorcerer,Draconic Bloodline,5,,32,15,9,14,13,15,11,18,Arcana|History|Intimidation|Persuasion,,N/A,N/A,Human,Fire Bolt*0|Light*0|Prestidigitation*0|Ray of Frost*0|Message*0|Thunderwave*1|Chromatic Orb*1|Shield*1|Scorching Ray*2|Misty Step*2|Fireball*3,Dagger|Quarterstaff
93c17c,Urchin,2018-08-06T03:45:24Z,Rogue 1|Cleric 1|Bard 18,Rogue|Cleric|Bard,Knowledge Domain|College of Lore,20,Skilled|Prodigy|Alert,200,15,12,18,14,15,15,18,Athletics|Acrobatics|Sleight of Hand|Stealth|Arcana|History|Investigation|Nature|Religion|Animal Handling|Insight|Medicine|Perception|Survival|Deception|Intimidation|Performance|Persuasion,,N/A,N/A,Half-Elf,Command*1|Identify*1,Rapier|Shortbow|Dagger
4770e4,Acolyte,2018-08-16T21:48:32Z,Wizard 11|Fighter 1,Wizard|Fighter,School of Necromancy,12,,78,19,10,15,13,20,10,9,Arcana|Investigation|Religion|Insight|Perception,Chaotic Neutral,N,C,,Toll the Dead*0|Chill Touch*0|Light*0|Fire Bolt*0|Mage Hand*0|Burning Hands*1|Catapult*1|Chromatic Orb*1|Find Familiar*1|Disguise Self*1|Shield*1|Ray of Sickness*1|False Life*1|Magic Missile*1|Thunderwave*1|Comprehend Languages*1|Sleep*1|Crown of Madness*2|Cloud of Daggers*2|Earthbind*2|Enlarge/Reduce*2|Misty Step*2|Magic Weapon*2|Scorching Ray*2|Magic Mouth*2|Skywrite*2|Animate Dead*3|Vampiric Touch*3|Life Transference*3|Flame Arrows*3|Tiny Servant*3|Thunder Step*3|Fear*3|Fireball*3|Phantom Steed*3|Water Breathing*3|Blight*4|Phantasmal Killer*4|Wall of Fire*4|Dimension Door*4|Arcane Eye*4|Enervation*5|Teleportation Circle*5|Soul Cage*6,Dagger|Quarterstaff|Battleaxe|Rapier
8630f0,Acolyte,2018-08-12T20:29:31Z,Cleric 3,Cleric,Grave Domain,3,,16,18,20,16,18,17,18,16,Religion|Insight|Medicine|Persuasion,Lawful Good,G,L,Firbolg,Spare the Dying*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2,Mace|Dagger|Longsword
f04c3d,Clan Hero,2018-06-24T02:19:14Z,Monk 3,Monk,Way of the Sun Soul,3,,30,14,15,17,16,9,12,11,Athletics|Acrobatics|History|Insight|Intimidation,True Neutral,N,N,Goliath,,Spear|Dart|Unarmed Strike
b1cb6a,Inheritor,2018-07-24T23:47:33Z,Ranger 2|Rogue 3,Ranger|Rogue,Assassin,5,,36,13,9,15,12,14,15,11,Athletics|Stealth|History|Nature|Survival|Deception,,N/A,N/A,Gnome,,Longbow
77ae02,Hermit,2018-07-24T22:52:13Z,Ranger 4|Rogue 1,Ranger|Rogue,Hunter,5,Sharpshooter,33,14,11,16,10,9,14,7,Acrobatics|Stealth|Investigation|Religion|Medicine|Perception,Neutral Good,G,N,Halfling,HunterÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mark*1,Shortsword|Longbow
e9f0d8,Acolyte,2018-06-19T01:11:09Z,Cleric 1,Cleric,Light Domain,1,,4,14,9,13,14,8,10,14,Religion|Insight|Medicine|Perception|Persuasion,,N/A,N/A,Elf,Light*0|Burning Hands*1|Faerie Fire*1,"Mace|Crossbow, Light"
22bf79,Acolyte,2018-07-23T20:58:19Z,Warlock 20,Warlock,The Celestial,20,,260,15,18,18,20,22,24,20,Sleight of Hand|Stealth|History|Religion|Insight|Perception|Deception|Performance|Persuasion,,N/A,N/A,Gnome,Light*0|Sacred Flame*0|Eldritch Blast*0|Prestidigitation*0|Mage Hand*0|Minor Illusion*0|Word of Radiance*0|Guidance*0|Spare the Dying*0|Cure Wounds*1|Guiding Bolt*1|Comprehend Languages*1|Illusory Script*1|Protection from Evil and Good*1|Mage Armor*1|Disguise Self*1|Flaming Sphere*2|Lesser Restoration*2|Invisibility*2|Misty Step*2|Levitate*2|Alter Self*2|Daylight*3|Revivify*3|Dispel Magic*3|Gaseous Form*3|Fireball*3|Guardian of Faith*4|Wall of Fire*4|Dimension Door*4|Banishment*4|Polymorph*4|Flame Strike*5|Greater Restoration*5|Synaptic Static*5|Danse Macabre*5|Mass Suggestion*6|Crown of Stars*7|Feeblemind*8|Power Word Kill*9,Dagger
521eb9,Custom,2018-07-06T21:29:18Z,Druid 3,Druid,Circle of the Shepherd,3,,20,14,14,12,12,14,16,8,Nature|Animal Handling|Medicine|Perception|Survival,,N/A,N/A,Elf,Thorn Whip*0|Guidance*0|Healing Word*1|Animal Friendship*1|Ice Knife*1|Cure Wounds*1|Beast Sense*2|Heat Metal*2,Quarterstaff|Shortbow|Longsword
965e16,Soldier,2018-07-09T20:37:25Z,Ranger 3,Ranger,Hunter,3,,28,16,16,15,14,9,14,14,Athletics|Stealth|Perception|Survival|Intimidation,,N/A,N/A,Dwarf,,Handaxe|Longbow
370d36,Acolyte,2018-07-06T21:03:30Z,Paladin 19,Paladin,Oath of Ancients,19,War Caster|Skilled|Resilient,266,21,20,14,19,8,12,18,Religion|Insight|Medicine|Perception|Deception|Intimidation|Persuasion,,N/A,N/A,Dwarf,Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3|Ice Storm*4|Stoneskin*4|Commune with Nature*5|Tree Stride*5,Longsword
1ae626,Clan Crafter,2018-07-17T17:29:01Z,Fighter 15,Fighter,Champion,15,Squat Nimbleness|Shield Master|Skilled|Tough,169,20,20,8,16,12,14,8,Athletics|History|Investigation|Nature|Animal Handling|Insight|Perception|Survival,,N/A,N/A,Dwarf,,Warhammer|Handaxe
0f26e6,Noble,2018-07-04T17:29:51Z,Fighter 1,Fighter,,1,,10,10,15,11,11,9,8,15,Athletics|Acrobatics|History|Persuasion,,N/A,N/A,Human,,Rapier|Handaxe
63536b,Courtier,2018-07-04T17:31:15Z,Rogue 1,Rogue,,1,,8,12,9,14,11,13,13,10,Acrobatics|Sleight of Hand|Investigation|Insight|Performance|Persuasion,,N/A,N/A,Human,,Shortsword|Dagger
067b7c,Port City Noble,2018-07-04T17:24:44Z,Warlock 1,Warlock,The Great Old One,1,,10,9,8,8,14,10,10,18,History|Investigation|Religion|Persuasion,,N/A,N/A,Human,Magic Stone*0|Blade Ward*0|Arms of Hadar*1|Protection from Evil and Good*1,Club|Dagger
3bee17,Acolyte,2018-08-01T23:45:48Z,Paladin 5,Paladin,Oath of Vengeance,5,Great Weapon Master,44,16,18,12,14,8,10,14,Athletics|Religion|Insight|Medicine|Perception,,N/A,N/A,Human,Bane*1|HunterÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mark*1|Hold Person*2|Misty Step*2,Greatsword|Battleaxe|Javelin
17ded3,Hermit,2018-08-02T04:37:42Z,Druid 10,Druid,Circle of the Moon,10,,90,14,10,13,17,10,20,8,Religion|Insight|Medicine|Perception,,N/A,N/A,Dwarf,,Scimitar
99bac3,Acolyte,2018-08-02T14:05:03Z,Paladin 10,Paladin,Oath of Vengeance,10,Great Weapon Master,90,16,17,11,16,9,10,14,Athletics|Religion|Insight|Persuasion,,N/A,N/A,Dragonborn,Bane*1|HunterÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3,Maul|Greatsword|Javelin
8c54e5,Criminal,2018-08-02T14:05:50Z,Rogue 10,Rogue,Assassin,10,Lucky,70,16,8,20,15,10,14,12,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,,N/A,N/A,Elf,,Rapier|Shortbow|Dagger
3e1717,Outlander,2018-08-02T14:05:27Z,Ranger 10,Ranger,Hunter,10,Sharpshooter,70,16,10,20,13,10,16,8,Athletics|Stealth|Investigation|Insight|Perception|Survival,,N/A,N/A,Human,,Shortsword|Longbow
7877fa,Soldier,2018-06-15T00:18:41Z,Fighter 1,Fighter,,1,,15,15,20,7,20,6,4,12,Athletics|History|Insight|Intimidation,Lawful Good,G,L,,,"Greatsword|Warhammer|Crossbow, Light"
5528fb,Criminal,2018-07-09T20:28:57Z,Fighter 10|Cleric 1,Fighter|Cleric,Battle Master|Forge Domain,11,Crossbow Expert|Sharpshooter|Resilient,102,17,9,20,17,11,13,12,Stealth|Insight|Perception|Intimidation|Persuasion,Lawful Neutral,N,L,Human,Resistance*0|Thaumaturgy*0|Mending*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1,"Longbow|Crossbow, hand|Dagger|Sling|Net"
38ca26,Criminal,2018-08-07T18:47:04Z,Rogue 10,Rogue,Swashbuckler,10,Elven Accuracy|Alert,90,16,14,20,14,11,14,17,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance|Persuasion,,N/A,N/A,Elf,,Rapier|Shortbow|Dagger
01c75e,Outlander,2018-08-04T02:13:00Z,Barbarian 3,Barbarian,Path of the Berserker,3,,38,15,17,13,18,12,13,14,Athletics|Animal Handling|Survival|Intimidation,,N/A,N/A,Goliath,,Greataxe|Handaxe|Javelin
b51e1b,Mercenary Veteran,2018-08-30T06:02:44Z,Ranger 2,Ranger,,2,,28,15,18,12,18,11,11,13,Athletics|Stealth|Nature|Perception|Persuasion,,N/A,N/A,Dragonborn,,Shortsword|Longbow
f1199f,Soldier,2018-06-29T00:21:31Z,Fighter 3,Fighter,Battle Master,3,Linguist,23,16,14,16,8,11,14,12,Athletics|Sleight of Hand|Perception|Survival|Intimidation,,N/A,N/A,Human,,Rapier|Shortsword|Handaxe
5c97c9,Folk Hero,2018-08-29T09:34:02Z,Ranger 12,Ranger,Hunter,12,Dual Wielder|Alert,89,16,8,18,12,10,15,14,Athletics|Stealth|Investigation|Nature|Animal Handling|Perception|Survival,Chaotic Neutral,N,C,Tabaxi,Ensnaring Strike*1|Hail of Thorns*1|HunterÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mark*1|Cordon Of Arrows*2|Silence*2|Pass Without Trace*2|Lightning Arrow*3|Conjure Barrage*3,Longbow|Trident|Net|Rapier
d969cb,Hermit,2018-08-17T11:35:38Z,Druid 7,Druid,Circle of the Land,7,,59,16,16,14,17,16,19,14,Arcana|Religion|Animal Handling|Medicine,,N/A,N/A,Triton,Thorn Whip*0|Create Bonfire*0|Frostbite*0|Mending*0|Absorb Elements*1|Purify Food and Drink*1|Mirror Image*2|Misty Step*2|Earthbind*2|Hold Person*2|Water Breathing*3|Water Walk*3|Call Lightning*3|Daylight*3|Dispel Magic*3|Control Water*4|Freedom of Movement*4|Locate Creature*4,Scimitar|Spear
b90ecb,Acolyte,2018-08-29T11:22:40Z,Fighter 1,Fighter,,1,,141,19,18,8,18,7,10,3,Religion|Insight,,N/A,N/A,Human,,
86c4c1,Sage,2018-08-27T10:53:34Z,Wizard 4,Wizard,Lore Mastery,4,,30,12,12,15,17,18,15,13,Arcana|History|Investigation|Insight|Perception,,N/A,N/A,Elf,Message*0|Fire Bolt*0|Shape Water*0|Mending*0|Absorb Elements*1|Detect Magic*1|Magic Missile*1|Color Spray*1|Disguise Self*1|Mage Armor*1|Shield*1|Earthbind*2|Invisibility*2|See Invisibility*2|Misty Step*2|Suggestion*2,Quarterstaff|Dagger
6e8a46,Cloistered Scholar,2018-06-26T19:30:09Z,Cleric 5,Cleric,Knowledge Domain,5,,38,18,8,16,14,12,18,8,Arcana|History|Nature|Religion|Insight|Medicine|Perception,,N/A,N/A,Elf,Command*1|Identify*1|Augury*2|Suggestion*2|Nondetection*3|Speak with Dead*3,"Crossbow, Light|Shortsword"
721f6a,Sage,2018-06-26T20:19:49Z,Warlock 5,Warlock,The Fiend,5,,43,11,8,10,16,14,10,18,Arcana|History|Deception|Intimidation,,N/A,N/A,Tiefling,,"Crossbow, Light|Dagger"
3057c7,Sailor,2018-06-26T20:03:00Z,Fighter 5,Fighter,Champion,5,Orcish Fury,49,18,18,10,16,9,10,12,Athletics|Acrobatics|Perception|Survival|Intimidation,,N/A,N/A,Half-Orc,,"Battleaxe|Crossbow, Light"
91ae73,Charlatan,2018-06-26T20:12:53Z,Rogue 5,Rogue,Swashbuckler,5,,38,15,8,18,14,10,10,16,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Persuasion,,N/A,N/A,Halfling,,Shortsword|Dagger
3057c7,Mercenary Veteran,2018-06-26T19:47:22Z,Fighter 5,Fighter,Champion,5,,49,16,18,10,16,8,14,10,Athletics|Animal Handling|Perception|Intimidation|Persuasion,,N/A,N/A,Half-Orc,,Longsword
721f6a,Entertainer,2018-06-27T13:50:12Z,Warlock 5,Warlock,The Fiend,5,Flames of Phlegethos,38,11,8,10,14,14,12,18,Acrobatics|Investigation|Deception|Performance,,N/A,N/A,Tiefling,,"Crossbow, Light|Dagger"
63d86b,Courtier,2018-06-01T14:50:29Z,Fighter 1|Monk 2,Fighter|Monk,,3,,26,17,8,18,12,11,14,16,Acrobatics|Insight|Perception|Survival|Persuasion,,N/A,N/A,Elf,,"Scimitar|Crossbow, Light|Unarmed Strike"
70627d,Entertainer,2018-07-09T06:30:00Z,Monk 6,Monk,Way of Shadow,6,,45,17,8,18,14,8,16,12,Athletics|Acrobatics|Stealth|Perception|Performance,,N/A,N/A,Elf,,Quarterstaff|Dart|Unarmed Strike
8b086b,,2018-07-04T07:28:58Z,Wizard 8,Wizard,School of Transmutation,8,Spell Sniper,55,11,6,13,15,20,12,10,Arcana|History|Investigation|Insight,,N/A,N/A,,,Dagger|Quarterstaff
c3ddc7,Barbarian Tribe Member,2018-06-10T15:36:34Z,Barbarian 5,Barbarian,Path of the Storm Herald,5,,76,20,16,16,20,12,8,12,Athletics|Animal Handling|Survival|Intimidation,Chaotic Good,G,C,Triton,Fog Cloud*1|Gust of Wind*2|Wall of Water*3,Trident|Handaxe|Javelin
40ca29,Sailor,2018-05-28T02:42:58Z,Ranger 1,Ranger,,1,,11,14,12,17,12,10,15,8,Athletics|Stealth|Animal Handling|Perception|Survival,,N/A,N/A,Elf,,Shortsword|Longbow
542b9a,Outlander,2018-06-10T18:51:41Z,Barbarian 1,Barbarian,,1,,15,15,18,14,16,10,15,13,Athletics|Stealth|Nature|Perception|Survival,,N/A,N/A,Bugbear,,Greataxe|Handaxe|Javelin
f386ae,Cloistered Scholar,2018-06-08T21:46:21Z,Wizard 2,Wizard,School of Abjuration,2,,14,12,8,15,14,17,12,8,Arcana|History|Investigation|Religion,,N/A,N/A,Gnome,,Dagger
3c799c,Knight,2018-07-31T16:43:27Z,Paladin 2|Wizard 11,Paladin|Wizard,School of Conjuration,13,,72,18,16,11,12,18,10,13,Arcana|History|Religion|Insight|Persuasion,Lawful Neutral,N,L,Dragonborn,Fire Bolt*0|Prestidigitation*0|Toll the Dead*0|Sword Burst*0|Green-Flame Blade*0|Absorb Elements*1|Detect Magic*1|Find Familiar*1|Magic Missile*1|Shield*1|TenserÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Floating Disk*1|Unseen Servant*1|DragonÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Breath*2|Magic Weapon*2|Misty Step*2|Scorching Ray*2|Haste*3|LeomundÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Tiny Hut*3|Lightning Bolt*3|Phantom Steed*3|Tiny Servant*3|Arcane Eye*4|Conjure Minor Elementals*4|Dimension Door*4|Polymorph*4|Animate Objects*5|Conjure Elemental*5|Far Step*5|Steel Wind Strike*5|Telekinesis*5|TenserÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Transformation*6,Greatsword|Javelin
f8a15e,Sailor,2018-05-27T17:07:43Z,Fighter 1,Fighter,,1,Tough,14,11,16,11,15,10,12,10,Athletics|Insight|Perception|Survival,Chaotic Neutral,N,C,Human,,"Longsword|Handaxe|Crossbow, Light"
dddfac,Charlatan,2018-07-09T02:04:22Z,Rogue 4,Rogue,Assassin,4,,26,15,13,18,15,11,12,16,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance,Chaotic Good,G,C,Halfling,,Rapier|Shortbow|Dagger|Longsword
e3adef,Clan Crafter,2018-08-10T02:24:35Z,Sorcerer 11,Sorcerer,Storm Sorcery,11,Spell Sniper,95,11,13,13,18,8,8,20,History|Insight|Deception|Intimidation|Persuasion,,N/A,N/A,Half-Orc,,Mace|Dagger
c5ddda,Sailor,2018-05-26T20:37:33Z,Fighter 3,Fighter,Samurai,3,,36,16,16,12,14,10,12,12,Athletics|Acrobatics|Animal Handling|Perception|Survival|Performance,,N/A,N/A,Tortle,,"Crossbow, Heavy|Greataxe|Crossbow, Light"
624b00,Folk Hero,2018-08-17T11:43:13Z,Paladin 11,Paladin,Oath of Ancients,11,Lucky,114,18,19,23,18,10,13,16,Athletics|Animal Handling|Survival|Persuasion,,N/A,N/A,Tortle,Ensnaring Strike*1|Speak with Animals*1|Shield of Faith*1|Thunderous Smite*1|Purify Food and Drink*1|Compelled Duel*1|Protection from Evil and Good*1|Command*1|Detect Magic*1|Bless*1|Wrathful Smite*1|Divine Favor*1|Cure Wounds*1|Moonbeam*2|Misty Step*2|Lesser Restoration*2|Branding Smite*2|Find Steed*2|Zone of Truth*2|Magic Weapon*2|Plant Growth*3|Protection from Energy*3|Aura Of Vitality*3|Remove Curse*3|Daylight*3|Blinding Smite*3|Elemental Weapon*3,Battleaxe|Javelin|Greataxe
cb7e78,Urchin,2018-08-28T07:19:36Z,Druid 3,Druid,Circle of Dreams,3,,16,14,11,16,17,16,18,13,Sleight of Hand|Stealth|Arcana|Perception,,N/A,N/A,Dwarf,Druidcraft*0|Magic Stone*0|Detect Magic*1|Absorb Elements*1|Healing Word*1|Goodberry*1|Create or Destroy Water*1|Earth Tremor*1|Speak with Animals*1|Heat Metal*2|Moonbeam*2|Flame Blade*2,Quarterstaff|Scimitar
86c4c1,Sage,2018-08-17T11:42:46Z,Wizard 4,Wizard,Lore Mastery,4,,30,12,12,15,17,18,15,13,Arcana|History|Investigation|Insight|Perception,,N/A,N/A,Elf,Message*0|Fire Bolt*0|Shape Water*0|Mending*0|Absorb Elements*1|Detect Magic*1|Magic Missile*1|Color Spray*1|Disguise Self*1|Mage Armor*1|Shield*1|Earthbind*2|Invisibility*2|See Invisibility*2|Misty Step*2|Suggestion*2,Quarterstaff|Dagger
7ed03c,Outlander,2018-07-15T05:07:25Z,Fighter 1|Rogue 2,Fighter|Rogue,,3,Dual Wielder,29,17,12,18,14,14,16,9,Athletics|Acrobatics|Stealth|Insight|Perception|Survival,,N/A,N/A,Human,,"Rapier|Dagger|Crossbow, Heavy|Crossbow, hand|Scimitar|Shortsword"
bc99b6,Folk Hero,2018-07-15T23:38:58Z,Cleric 9,Cleric,Death Domain,9,,66,16,16,10,14,10,18,9,Religion|Animal Handling|Survival|Intimidation|Persuasion,,N/A,N/A,Orc,Toll the Dead*0|Resistance*0|Spare the Dying*0|Thaumaturgy*0|Sacred Flame*0|False Life*1|Ray of Sickness*1|Bane*1|Bless*1|Inflict Wounds*1|Protection from Evil and Good*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Gentle Repose*2|Prayer of Healing*2|Spiritual Weapon*2|Animate Dead*3|Vampiric Touch*3|Bestow Curse*3|Life Transference*3|Blight*4|Death Ward*4|Guardian of Faith*4|Control Water*4|Antilife Shell*5|Cloudkill*5|Contagion*5,"Warhammer|Crossbow, Light"
5da7a8,Sailor,2018-07-15T23:44:11Z,Sorcerer 9,Sorcerer,Shadow Magic,9,Spell Sniper,65,10,8,10,16,12,14,18,Athletics|Arcana|History|Religion|Perception|Persuasion,,N/A,N/A,Half-Elf,Infestation*0|Mage Hand*0|Chill Touch*0|Fire Bolt*0|Ray of Frost*0|Shocking Grasp*0|Chaos Bolt*1|Magic Missile*1|Chromatic Orb*1|Darkness*2|Scorching Ray*2|Shatter*2|Fireball*3|MelfÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Minute Meteors*3|Storm Sphere*4|Dimension Door*4|Immolation*5,Quarterstaff|Dagger
1979eb,Barbarian Tribe Member,2018-07-24T17:29:22Z,Paladin 1,Paladin,,1,,11,18,18,11,13,10,9,16,Athletics|Insight|Survival|Intimidation|Persuasion,,N/A,N/A,Half-Orc,,Greatsword|Javelin
5528fb,Criminal,2018-07-08T15:09:16Z,Fighter 5,Fighter,Battle Master,5,Crossbow Expert|Sharpshooter,49,16,9,18,17,11,12,12,Stealth|Insight|Perception|Intimidation|Persuasion,Lawful Neutral,N,L,Human,,"Longbow|Crossbow, hand|Handaxe|Dagger|Rapier"
3662a9,Pirate,2018-07-27T11:02:13Z,Barbarian 1,Barbarian,,1,,16,18,12,13,19,11,14,9,Athletics|Stealth|Nature|Perception|Survival|Intimidation,Chaotic Neutral,N,C,Lizardfolk,,Dagger
dbf265,Entertainer,2018-07-27T07:09:34Z,Ranger 1,Ranger,,1,,12,14,12,17,15,14,16,12,Acrobatics|Stealth|Insight|Survival|Performance,Chaotic Neutral,N,C,Human,,Dagger|Quarterstaff|Longbow
3662a9,Pirate,2018-07-27T10:57:51Z,Barbarian 1,Barbarian,,1,,16,18,12,13,19,11,14,9,Athletics|Stealth|Nature|Perception|Survival|Intimidation,Chaotic Neutral,N,C,Lizardfolk,,Dagger
a12c42,Acolyte,2018-05-26T14:45:06Z,Wizard 3,Wizard,School of Evocation,3,,16,12,8,14,13,15,14,11,Arcana|Investigation|Religion|Insight,,N/A,N/A,Goblin,,Dagger
6cd6ef,Criminal,2018-05-26T14:39:10Z,Rogue 3,Rogue,Thief,3,,24,14,10,17,12,10,9,16,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation,,N/A,N/A,Halfling,,Rapier|Shortbow|Dagger
6fef89,Mercenary Veteran,2018-05-26T14:43:06Z,Sorcerer 3,Sorcerer,Draconic Bloodline,3,,24,13,10,10,13,12,15,15,Athletics|Arcana|Deception|Persuasion,,N/A,N/A,Dwarf,,Quarterstaff|Dagger
b7e31d,Acolyte,2018-05-26T14:46:48Z,Cleric 3,Cleric,War Domain,3,,21,18,13,12,10,12,15,14,History|Religion|Insight|Persuasion,,N/A,N/A,Tiefling,Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2,"Warhammer|Crossbow, Light"
f109bf,Noble,2018-05-27T09:57:15Z,Wizard 3,Wizard,School of Illusion,3,Prodigy,11,11,8,12,8,16,16,13,Arcana|History|Investigation|Perception|Persuasion,,N/A,N/A,Human,,Quarterstaff
a45bd0,Mercenary Veteran,2018-05-26T14:40:13Z,Fighter 3,Fighter,Champion,3,,28,18,16,14,13,10,10,14,Athletics|Acrobatics|Survival|Deception|Intimidation|Persuasion,,N/A,N/A,Half-Elf,,Greatsword|Handaxe
0a34ee,Folk Hero,2018-05-26T14:36:33Z,Paladin 3,Paladin,Oath of Devotion,3,Charger,29,18,16,10,12,10,13,14,Athletics|Religion|Animal Handling|Survival|Persuasion,,N/A,N/A,Human,Protection from Evil and Good*1|Sanctuary*1,Warhammer
1ae35a,Haunted One,2018-05-26T14:50:20Z,Monk 3,Monk,Way of Shadow,3,,23,15,9,16,12,12,14,12,Acrobatics|Stealth|Arcana|Survival,,N/A,N/A,Gnome,,Handaxe|Dart|Unarmed Strike
4dd432,City Watch,2018-08-05T18:28:06Z,Rogue 1,Rogue,,1,,10,16,9,18,10,12,14,14,Athletics|Investigation|Insight|Perception|Deception|Persuasion,,N/A,N/A,Aarakocra,,Rapier|Shortbow|Dagger
d5bc2c,Soldier,2018-06-02T00:31:49Z,Paladin 4,Paladin,Oath of Ancients,4,Savage Attacker,51,21,19,16,16,16,13,14,Athletics|Medicine|Intimidation,,N/A,N/A,Human,Mage Hand*0|Ensnaring Strike*1|Speak with Animals*1,"Longsword|Javelin|Crossbow, Heavy"
